loss,valid_r2,valid_mse
39.05398695403826,-14.622431079564608,28.477741
21.129285153325082,-6.9237311174190275,14.443974
10.407187142383963,-2.1789118751900514,5.7947598
4.60802719019187,-0.06089584157305228,1.9338806
2.379836224148942,0.5878093596786013,0.7513721
1.8973160829792544,0.7052546462230864,0.53728396
1.7537586192043484,0.7157492693540405,0.51815355
1.6388259707550257,0.7241648591472967,0.502813
1.5532250737138185,0.7343547231198031,0.48423818
1.4739573719187942,0.7399500875244214,0.4740385
1.4076035740061965,0.7559725717733765,0.44483155
1.3449370608140458,0.7551828012492757,0.44627124
1.2729910347361126,0.7613763956412104,0.43498102
1.1929201789884354,0.7617955006225217,0.43421707
1.127495172006025,0.7625019056597634,0.43292937
1.0648211793183688,0.7693730945923141,0.42040408
1.0302110627922172,0.768359293517702,0.4222521
0.9931025323146034,0.7705343492373525,0.41828722
0.9542733206790375,0.7733408450259982,0.41317132
0.9343576491174863,0.7785896755674859,0.40360335
0.9091287028257072,0.7804014752725519,0.4003007
0.9017179615000637,0.7810676483860194,0.39908633
0.873246945902964,0.7773007415169882,0.40595293
0.8680496888775979,0.7819095966131497,0.39755157
0.860002272330206,0.7822594309662877,0.39691392
0.8515823786666908,0.7835807714276002,0.39450526
0.8338261791701352,0.7830276418988575,0.3955135
0.8370518193351424,0.7848415046735708,0.3922071
0.822159905513522,0.7859061939747525,0.39026624
0.8147522092013442,0.7858045103427841,0.39045164
0.79951022228887,0.7797018559881645,0.401576
0.7868910795701645,0.7873458258821875,0.38764203
0.7915800923005523,0.7863616905068356,0.38943598
0.7797304629983737,0.787714830942037,0.38696933
0.7697842075274541,0.7840215314398277,0.3937018
0.758904611206528,0.785844267475313,0.3903792
0.7505145040768252,0.7867137889636688,0.3887941
0.7395645969410984,0.7886270934639418,0.38530642
0.7300258942188755,0.7864772028227862,0.38922542
0.7210807271542088,0.7892540869218863,0.38416347
0.7170326719360967,0.7912975953120198,0.3804384
0.7195620571191494,0.7905137464899088,0.38186726
0.7127674863888667,0.791541245887062,0.37999427
0.7092709683307051,0.7919334040564949,0.3792794
0.7028812344553453,0.7857306515198824,0.39058626
0.7031717918277083,0.7854250711783239,0.3911433
0.6950271193575919,0.7921910898911892,0.37880966
0.6943468778733876,0.7923545584026241,0.3785117
0.6914994472235663,0.7934066253510901,0.37659392
0.6896162159537559,0.7929994560307988,0.37733614
0.6814223565623423,0.7892671462182477,0.3841397
0.6790773678876034,0.7931424279273083,0.37707555
0.6773050686635687,0.7918253548499203,0.3794764
0.6772720577846981,0.7917790881901536,0.3795607
0.6663465864457209,0.7937293083644619,0.37600574
0.6625976013782302,0.7931856937928781,0.3769966
0.6588552143452481,0.793232884826335,0.37691066
0.659925919238746,0.7936678843259148,0.37611768
0.656656988501253,0.7917213966941904,0.37966588
0.6514767877960915,0.7943108457274646,0.37494567
0.6486351534021699,0.7935369176592673,0.3763564
0.6491415211491786,0.7939718963688774,0.3755635
0.6508092976755303,0.7932184881862543,0.37693688
0.647601136979335,0.7946799248908853,0.37427285
0.6467823518934676,0.794261170676445,0.3750362
0.6428660637243806,0.7952471482411916,0.3732389
0.6519129673023674,0.7940122675099575,0.37548992
0.6352243898228439,0.7935091211664889,0.3764071
0.6385206388628513,0.7946756556984058,0.37428066
0.6436827051136689,0.7935017387312463,0.37642056
0.6367577057396507,0.7955172260531653,0.37274656
0.6395431524766586,0.7945697911083802,0.37447363
0.6333159306652788,0.7954127410711953,0.37293702
0.6339841279069484,0.7953618756686689,0.3730298
0.6332190315199845,0.7940910050043799,0.3753464
0.6314640038140654,0.7956104126148498,0.37257668
0.6312772960727919,0.7920812802990689,0.37900984
0.6286467110770512,0.7927155722088749,0.37785363
0.6236872333968544,0.7942296724639049,0.37509358
0.6293735547411826,0.7957144487063375,0.37238705
0.6220178649236192,0.7959803001981096,0.37190244
0.622541098751442,0.796082282386428,0.37171653
0.6199315906532349,0.7944446799554366,0.3747017
0.6150423641462184,0.7960871686465305,0.37170762
0.6174274512541206,0.7965509046653446,0.37086228
0.6230083771660073,0.7951482746342045,0.37341914
0.6170174649202498,0.7939439033616602,0.37561452
0.6128250643721881,0.7960597549290276,0.37175763
0.6187634368244531,0.7947814405714388,0.3740878
0.6119936152959876,0.7965080429671201,0.37094042
0.6184529305687614,0.7960741509716408,0.37173134
0.6128703871598611,0.7968777080130229,0.3702666
0.611868907330054,0.7958902698334482,0.37206656
0.6145969860385133,0.7961065177770037,0.37167236
0.6088752873038535,0.7959135621585384,0.3720241
0.6168429019951052,0.7963633939277596,0.37120408
0.6082219253328834,0.7963031638459281,0.37131387
0.6039942444923794,0.7968340912219616,0.37034607
0.6015911496824425,0.7965511345614289,0.37086186
0.6112109899299021,0.795839961215818,0.37215826
